workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
247,experiment,,Hendrick's car was expensive,control,,yes,2443,12,M,Thomas,Was Hendrick's car expensive?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,whine,Hannah called her parents,stim,,yes,6671,13,F,Sarah,Did Tim whine that Hannah called her parents?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,irritate,Julian cleaned his room,stim,,yes,3662,14,M,Robert,Is Shirley irritated that Julian cleaned his room?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,disgust,Isabella ate a steak on Sunday,stim,,yes,2492,15,M,Richard,Is Jerry disgusted that Isabella ate a steak on Sunday?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,distress,Courtney woke up early yesterday,stim,,yes,2558,16,M,Steven,Is Scott distressed that Courtney woke up early yesterday?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,express,Mia drank 2 cocktails last night,stim,,yes,3774,17,M,Logan,Did Ben express that Mia drank 2 cocktails last night?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,elaborate,Lucas bought new shoes,stim,,yes,2212,18,F,Sandra,Did Stephanie elaborate that Lucas bought new shoes?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,,Vanessa is good at math,control,,no,2667,19,F,Ashley,Is Vanessa good at math?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,torture,Emilia looked after the kids,stim,,yes,2076,20,M,Matthew,Is Ray tortured that Emilia looked after the kids?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,charm,Grace visited her sister,stim,,yes,1644,21,F,Karen,Is Francisco charmed that Grace visited her sister?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,verify,Valerie booked the venue,stim,,yes,1306,22,M,Paul,Did Alan verify that Valerie booked the venue?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,suppose,Natasha got a promotion,stim,,yes,1003,23,M,Mark,Did Justin suppose that Natasha got a promotion?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,dictate,Jason made a cake,stim,,yes,995,24,F,Dorothy,Did Melissa dictate that Jason made a cake?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,weep,Josh learned to ride a bike yesterday,stim,,yes,1236,25,F,Helen,Did Cynthia weep that Josh learned to ride a bike yesterday?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,shock,Owen shoveled snow last winter,stim,,yes,1132,26,M,George,Is Brenda shocked that Owen shoveled snow last winter?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,aggravate,Jon went out for dinner,stim,,yes,2068,27,F,Linda,Is Nicole aggravated that Jon went out for dinner?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,anticipate,Connor fell from a tree,stim,,yes,1246,28,F,Margaret,Did Heather anticipate that Connor fell from a tree?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,envision,Olivia left her job,stim,,yes,882,29,F,Kimberly,Did Noah envision that Olivia left her job?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,,Zack is coming to the meeting tomorrow,control,,no,1500,30,F,Jennifer,Is Zack coming to the meeting tomorrow?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,celebrate,Danielle painted her room,stim,,yes,1492,31,F,Jessica,Did Kevin celebrate that Danielle painted her room?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,enjoy,Louis went swimming,stim,,yes,1131,32,M,Kenneth,Did Kathleen enjoy that Louis went swimming?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,expose,Cole celebrated his friend's birthday,stim,,yes,891,33,M,William,Did Laura expose that Cole celebrated his friend's birthday?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,promise,Dylan argued with his parents,stim,,yes,883,34,F,Susan,Did Amy promise that Dylan argued with his parents?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,thrill,Charley spilled the wine,stim,,yes,1068,35,F,Lisa,Is Rebecca thrilled that Charley spilled the wine?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,insult,Tony had a drink last night,stim,,yes,1140,36,F,Betty,Is Amanda insulted that Tony had a drink last night?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,pain,Mary planted a tree,stim,,yes,843,37,M,David,Is Colby pained that Mary planted a tree?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,facinate,Audrey went to a party,stim,,yes,917,38,F,Michelle,Is Andrew fascinated that Audrey went to a party?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,,Madison had a baby,control,,no,1059,39,M,James,Did Madison have a baby?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,bet,Emma studied on Saturday morning,stim,,yes,627,40,F,Elizabeth,Did Brian bet that Emma studied on Saturday morning?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,feel,Allen went to the museum,stim,,yes,587,41,F,Carol,Did Catherine feel that Allen went to the museum?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
326,experiment,,,,,5c919a87707ed900018591e3,0,1,,,,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,,,,Margaret,Margaret,0,2,,,bot_check,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,,Mary's aunt is sick,control,,no,2913,9,F,Michelle,Is Mary's aunt sick?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,compute,Josie went on vacation to France,stim,,yes,4449,10,F,Margaret,Did Jerry compute that Josie went on vacation to France?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,amuse,Danny ate the last cupcake,stim,,yes,4382,11,F,Elizabeth,Is Rebecca amused that Danny ate the last cupcake?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,,Zack is coming to the meeting tomorrow,control,,no,2911,12,M,David,Is Zack coming to the meeting tomorrow?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,simulate,Connor fell from a tree,stim,,yes,6815,13,F,Ashley,Did Melissa simulate that Connor fell from a tree?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,pain,Julian cleaned his room,stim,,no,4013,14,F,Jessica,Is Brenda pained that Julian cleaned his room?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,resent,Zoe calculated the tip,stim,,yes,6300,15,F,Kimberly,Did Ray resent that Zoe calculated the tip?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,,Madison had a baby,control,,no,3806,16,M,Matthew,Did Madison have a baby?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,facinate,Jason made a cake,stim,,yes,4336,17,F,Donna,Is Ruth fascinated that Jason made a cake?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,promise,Dylan argued with his parents,stim,,no,8225,18,F,Nancy,Did Amanda promise that Dylan argued with his parents?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,testify,Molly attended a conference last week,stim,,no,5279,19,M,Mark,Did Justin testify that Molly attended a conference last week?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,embarrass,Emma studied on Saturday morning,stim,,yes,4011,20,M,James,Is Andrew embarrassed that Emma studied on Saturday morning?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,,Todd played football in high school,control,,yes,3536,21,M,Steven,Did Todd play football in high school?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,pray,Grace visited her sister,stim,,no,9465,22,M,Kenneth,Did Eli pray that Grace visited her sister?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,love,Jon went out for dinner,stim,,yes,3697,23,F,Jennifer,Did Nicole love that Jon went out for dinner?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,distress,Charley spilled the wine,stim,,yes,2745,24,M,Thomas,Is Amy distressed that Charley spilled the wine?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,,Vanessa is good at math,control,,no,2336,25,M,George,Is Vanessa good at math?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,fantasize,Tony had a drink last night,stim,,no,4379,26,F,Sandra,Did Stephanie fantasize that Tony had a drink last night?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,alarm,Frank got a cat,stim,,yes,5049,27,F,Dorothy,Is Anna alarmed that Frank got a cat?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,feel,Valerie booked the venue,stim,,yes,4223,28,M,Christopher,Did Manuel feel that Valerie booked the venue?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,surprise,Allen went to the museum,stim,,yes,3337,29,F,Carol,Is Kaitlin surprised that Allen went to the museum?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,squeal,Jayden rented a car,stim,,yes,4256,30,M,Logan,Did Kathleen squeal that Jayden rented a car?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,scream,Lucas bought new shoes,stim,,yes,3178,31,F,Betty,Did Laura scream that Lucas bought new shoes?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,argue,Jackson ran 10 miles,stim,,yes,2986,32,M,William,Did Heather argue that Jackson ran 10 miles?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,weep,Hannah called her parents,stim,,yes,3235,33,F,Sarah,Did Alan weep that Hannah called her parents?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,express,Emily bought a car yesterday,stim,,yes,3265,34,F,Helen,Did Patrick express that Emily bought a car yesterday?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,,Hendrick's car was expensive,control,,yes,2105,35,M,Robert,Was Hendrick's car expensive?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,anticipate,Danielle painted her room,stim,,no,6241,36,F,Lisa,Did Tim anticipate that Danielle painted her room?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,thrill,Natasha got a promotion,stim,,yes,2822,37,F,Susan,Is Bobby thrilled that Natasha got a promotion?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,offend,Olivia left her job,stim,,yes,4695,38,M,Paul,Is Dennis offended that Olivia left her job?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,trouble,Louis went swimming,stim,,yes,4622,39,M,Richard,Is Catherine troubled that Louis went swimming?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,tweet,Owen shoveled snow last winter,stim,,yes,3248,40,F,Linda,Did Shirley tweet that Owen shoveled snow last winter?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
326,experiment,dictate,Audrey went to a party,stim,,yes,3489,41,F,Karen,Did Kevin dictate that Audrey went to a party?,[],39,Yes,Your phrasing was odd for a lot of these. I'm assuming that the hit is partially to map those words and the certainty people interpret them with.,4,1,Female,English,Chrome,Windows,900,1600,4.9315,
239,experiment,,,,,5f4ffaf9645a6e1536c11edb,0,1,,,,[],32,Yes,,3,2,Male,English,Chrome,Windows,1080,1920,2.2262833333333334,
239,experiment,,,,Sarah,Sarah,0,2,,,bot_check,[],32,Yes,,3,2,Male,English,Chrome,Windows,1080,1920,2.2262833333333334,
239,experiment,express,Jackson ran 10 miles,stim,,yes,3456,9,M,Christopher,Did Amanda express that Jackson ran 10 miles?,[],32,Yes,,3,2,Male,English,Chrome,Windows,1080,1920,2.2262833333333334,
239,experiment,elaborate,Frank got a cat,stim,,yes,2941,10,F,Lisa,Did Kathleen elaborate that Frank got a cat?,[],32,Yes,,3,2,Male,English,Chrome,Windows,1080,1920,2.2262833333333334,
239,experiment,bet,Isabella ate a steak on Sunday,stim,,no,1832,11,F,Margaret,Did Colby bet that Isabella ate a steak on Sunday?,[],32,Yes,,3,2,Male,English,Chrome,Windows,1080,1920,2.2262833333333334,
239,experiment,verify,Fred missed the train,stim,,yes,1032,12,F,Betty,Did Rebecca verify that Fred missed the train?,[],32,Yes,,3,2,Male,English,Chrome,Windows,1080,1920,2.2262833333333334,
239,experiment,surprise,Connor fell from a tree,stim,,no,632,13,F,Donna,Is Laura surprised that Connor fell from a tree?,[],32,Yes,,3,2,Male,English,Chrome,Windows,1080,1920,2.2262833333333334,
239,experiment,anticipate,Hannah called her parents,stim,,no,1239,14,F,Helen,Did Dennis anticipate that Hannah called her parents?,[],32,Yes,,3,2,Male,English,Chrome,Windows,1080,1920,2.2262833333333334,
